,Age,Annual_Premium,Vintage
1414,-2.0722332513491457,-2.0713145688626424,-2.072839156894843
4159,-2.073437450045076,-2.07129799235281,-2.1422450039397694
624,-2.1139202574682576,-2.071295921829985,-2.2184723870764307
4399,-2.0894436780309738,-2.0712938516497035,-2.1280270705372244
3928,-2.071434191771389,-2.0712814377576594,-2.1821599654218327
5049,-2.0772021904914224,-2.071266970463703,-2.160936856012582
3631,-2.0710404781642575,-2.0712607753311785,-2.104186530766584
997,-2.089159139414817,-2.071259452975183,-2.1149594114499672
2601,-2.0823015427077722,-2.0712553237892903,-2.1414068355065288
2719,-2.1476399647288504,-2.071245006822269,-2.150120569431185
2388,-2.1265708834896353,-2.071231905459652,-2.164155862434355
2436,-2.102904797196948,-2.0712243985930785,-2.0719931633697266
2243,-2.1139202574682576,-2.0712243985930785,-2.1237943596647932
1318,-2.0894436780309738,-2.07122028105968,-2.1326696118561115
5320,-2.0751594205352744,-2.071211325213045,-2.0858659099034247
3085,-2.0710523185687153,-2.0712072132726425,-2.197588597075163
4669,-2.1194151825236576,-2.0712072132726425,-2.082007839690138
5241,-2.0894436780309738,-2.0711832849517124,-2.2103985284484393
4939,-2.0735232612671703,-2.071176417378349,-2.093220666050681
2578,-2.132723162051314,-2.0711743670581937,-2.076428401940805
598,-2.1265708834896353,-2.0711518361344856,-2.072182242225394
5425,-2.1265708834896353,-2.0711504927436115,-2.1957002868334667
2418,-2.071434191771389,-2.0711497899233065,-2.072679225328632
1144,-2.1139202574682576,-2.0711456985279364,-2.1949374808765656
5912,-2.102904797196948,-2.071140263171702,-2.201408123568828
3382,-2.108208242346419,-2.0711334325599244,-2.113411937820495
498,-2.093522734717049,-2.0711293466433665,-2.0719931633697266
4825,-2.0894436780309738,-2.0711191378441347,-2.116744178727463
3687,-2.1200410638797687,-2.071109625864433,-2.0828826742252398
4726,-2.13350993876291,-2.0711055467165336,-2.1657868072055146
4321,-2.089159139414817,-2.071099430564856,-2.0754093757976753
3639,-2.102473005953386,-2.071086527212789,-2.0762172508952004
1007,-2.071434191771389,-2.071081100617504,-2.0777420104411854
1043,-2.1265708834896353,-2.071081100617504,-2.1465630983586097
1726,-2.0710404781642575,-2.0710702547694373,-2.1008274388086017
4350,-2.073437450045076,-2.071068222254918,-2.22052662062612
1483,-2.139980551999801,-2.071052642544436,-2.085494155770504
2260,-2.102473005953386,-2.071052642544436,-2.0718734396568665
985,-2.071434191771389,-2.0710479159424393,-2.0757347759156923
4612,-2.108208242346419,-2.071046553125382,-2.071864995004577
3478,-2.079478830948788,-2.071040466790966,-2.1313588553956153
1572,-2.0976316483219035,-2.071038438698202,-2.0719389812176923
879,-2.1200410638797687,-2.071038438698202,-2.078590042263918
1034,-2.1200410638797687,-2.0710323564762563,-2.1724535384710864
3506,-2.079478830948788,-2.071028303375331,-2.1717655086760788
1533,-2.071434191771389,-2.071026277339125,-2.094008745501406
2374,-2.102904797196948,-2.0710195446313984,-2.088792037912481
2086,-2.0823015427077722,-2.071004013558386,-2.090211134379458
4031,-2.1077175080663837,-2.071001991634634,-2.2025535691166587
1428,-2.085528378499407,-2.071001991634634,-2.0754093757976753
4593,-2.1139202574682576,-2.0709979488154646,-2.154045761788601
4941,-2.0857723126783307,-2.0709939073670283,-2.1102082539411056
5057,-2.102904797196948,-2.0709872024568066,-2.0794951764089182
4370,-2.1200410638797687,-2.0709777552824944,-2.1230752026106368
2819,-2.1200410638797687,-2.070971064241701,-2.0812640574572354
5905,-2.212497554757923,-2.0709650180609485,-2.211207244597394
4736,-2.108208242346419,-2.0709535682826035,-2.1386165765836482
3384,-2.132723162051314,-2.070924788946262,-2.154045761788601
2316,-2.0710523185687153,-2.0709173803179857,-2.1657868072055146
729,-2.073437450045076,-2.0709153731312364,-2.0981633306863516
3050,-2.0722332513491457,-2.070912746920764,-2.1366876137990287
454,-2.1822942578411313,-2.0709113597863995,-2.1287802069423654
2102,-2.0931936280054435,-2.0709113597863995,-2.175872680576817
211,-2.1200410638797687,-2.070907347811983,-2.074250526124554
5622,-2.139980551999801,-2.07090071722243,-2.0916873433253818
1296,-2.102904797196948,-2.0708927042717162,-2.0956277414479265
2777,-2.139980551999801,-2.070889310893066,-2.1013684788669478
5324,-2.0980097013296524,-2.0708846968001575,-2.173462172160751
1170,-2.1200410638797687,-2.070883304755589,-2.108143881945206
5757,-2.339192107322954,-2.0708806951187855,-2.104186530766584
3681,-2.1265708834896353,-2.070874695164897,-2.1724535384710864
2297,-2.0735232612671703,-2.0708613086416277,-2.22052662062612
5188,-2.13350993876291,-2.0708613086416277,-2.083450766891313
1792,-2.085528378499407,-2.0708587103544494,-2.0722850765757324
764,-2.1265708834896353,-2.0708513241169024,-2.1353339907516995
2769,-2.1265708834896353,-2.0708513241169024,-2.1690915816705383
5909,-2.0980097013296524,-2.0708473327059567,-2.0781588886090328
1509,-2.1265708834896353,-2.070835366698792,-2.0809599462051755
3797,-2.093522734717049,-2.070833373563681,-2.1875502362887707
1573,-2.1200410638797687,-2.070832781778134,-2.203339340660654
5819,-2.0710404781642575,-2.0708307896692544,-2.154670365754062
1596,-2.093522734717049,-2.070820834261144,-2.204493351196029
5317,-2.079478830948788,-2.070816854494651,-2.082007839690138
4481,-2.071434191771389,-2.0708114716980512,-2.1305887223476825
421,-2.4010528166086624,-2.0708108874132245,-2.073201843180258
336,-2.1139202574682576,-2.070807493996157,-2.1287802069423654
558,-2.1200410638797687,-2.0708049234136743,-2.073201843180258
5704,-2.077060443553136,-2.0708015300136386,-2.103620071118482
2929,-2.1200410638797687,-2.0707995427047647,-2.081789319638692
5661,-2.1194151825236576,-2.070789611301902,-2.071959384626992
1409,-2.1641641375892045,-2.070789611301902,-2.1160759573920727
1601,-2.0710523185687153,-2.0707830817820936,-2.072182242225394
2616,-2.13350993876291,-2.0707737388787253,-2.1102082539411056
872,-2.1258679774378892,-2.0707638297526563,-2.1516228763729535
3966,-2.089159139414817,-2.0707479929723407,-2.0754093757976753
989,-2.1200410638797687,-2.0707454529178486,-2.1267676745115223
712,-2.1139202574682576,-2.070741499175676,-2.0765770279789466
4270,-2.1265708834896353,-2.0707400828076876,-2.2225951626484237
3641,-2.1265708834896353,-2.0707316208126167,-2.0916873433253818
3834,-2.079478830948788,-2.0707203313860463,-2.1516228763729535
3443,-2.1139202574682576,-2.070719778077078,-2.0871591468374655
2868,-2.1077175080663837,-2.0707178054861712,-2.1065412331790982
3032,-2.085528378499407,-2.07070258440912,-2.083450766891313
4135,-2.0710404781642575,-2.0706947057748044,-2.1149594114499672
19,-2.1139202574682576,-2.0706828981044607,-2.0720193962639195
5358,-2.108208242346419,-2.070676460179585,-2.1353339907516995
1876,-2.0980097013296524,-2.070675033178815,-2.079035471498517
5923,-2.1200410638797687,-2.0706691380830824,-2.104186530766584
5417,-2.113364963443682,-2.0706666383167276,-2.07409850943412
4874,-2.1200410638797687,-2.070662711968418,-2.0892060874511396
4555,-2.102904797196948,-2.070662711968418,-2.1127691701044826
3893,-2.073437450045076,-2.0706593197779144,-2.076951080210761
2770,-2.1200410638797687,-2.070657357145042,-2.139437728646553
3415,-2.0751594205352744,-2.0706411415365062,-2.1724535384710864
2733,-2.4175146794609335,-2.0706338322827493,-2.11561914722079
3996,-2.13350993876291,-2.0706318741051595,-2.1300623871905175
1221,-2.0750465822331217,-2.0706313504916745,-2.103620071118482
409,-2.077060443553136,-2.070627958778277,-2.1919665702836513
446,-2.102904797196948,-2.070627958778277,-2.074632490131754
4530,-2.079478830948788,-2.070623523819571,-2.139437728646553
3907,-2.13350993876291,-2.0706098403266866,-2.087827182189014
68,-2.077060443553136,-2.0706084027071325,-2.083686752628588
4578,-2.1139202574682576,-2.070579132860151,-2.215227023964519
592,-2.13350993876291,-2.070577184278636,-2.1237943596647932
5718,-2.1139202574682576,-2.0705649984155317,-2.08232885851831
2254,-2.13350993876291,-2.0705577173145455,-2.116744178727463
160,-2.1139202574682576,-2.0705475008902594,-2.0755405218688514
1576,-2.1265708834896353,-2.070541674545427,-2.16676130160124
323,-2.108208242346419,-2.0705382846220823,-2.1846707414799296
3912,-2.140858452685774,-2.0705280917259605,-2.1414068355065288
2560,-2.0980097013296524,-2.070522763144063,-2.127512314356138
4558,-2.1139202574682576,-2.0705222756540396,-2.180391808682818
3004,-2.1265708834896353,-2.0705106527553854,-2.193826278040363
3142,-2.0750465822331217,-2.0704990421843528,-2.0754093757976753
3366,-2.2837168691366907,-2.070491785989655,-2.0720193962639195
5741,-2.13350993876291,-2.0704551145723835,-2.072182242225394
3746,-2.1822942578411313,-2.0704531879249535,-2.1968200477853985
1786,-2.0710404781642575,-2.07044887215993,-2.149513286134579
310,-2.0710404781642575,-2.070446947166448,-2.199491209180743
5731,-2.4010528166086624,-2.0704430982066144,-2.093685491723039
2879,-2.0825084208381712,-2.070433940300398,-2.071959384626992
3922,-2.0710523185687153,-2.07043155954545,-2.104579510439657
267,-2.1200410638797687,-2.070428172695963,-2.0735312752395307
2623,-2.102473005953386,-2.070426250846567,-2.2193040262840187
5338,-2.071434191771389,-2.0704243293399918,-2.08232885851831
1557,-2.1139202574682576,-2.07042048735467,-2.107133120400257
2725,-2.1265708834896353,-2.070418113354509,-2.1987169178430443
206,-2.1730285420037605,-2.070414726947525,-2.07679662801785
2936,-2.0931936280054435,-2.070414726947525,-2.2164324615393136
4789,-2.108208242346419,-2.0704128074972106,-2.087430052675333
1791,-2.0980097013296524,-2.070404683942537,-2.1919665702836513
2012,-2.1265708834896353,-2.0704012979919897,-2.103620071118482
1605,-2.093522734717049,-2.0704008500497624,-2.0973038546519183
4112,-2.1194151825236576,-2.070399380940734,-2.209218812417009
1525,-2.0980097013296524,-2.0703917161625514,-2.0793057732502644
3244,-2.13350993876291,-2.070359202030443,-2.155585173447503
5873,-2.093522734717049,-2.0703515660405243,-2.0885094956731516
2416,-2.0823015427077722,-2.0703420287642613,-2.1345383537448077
333,-2.0931936280054435,-2.0703420287642613,-2.151009818478646
4855,-2.0722332513491457,-2.0703415998613712,-2.0718990733183746
5446,-2.1200410638797687,-2.07033631051116,-2.0725335681046486
5999,-2.2233668074848323,-2.0703358834359813,-2.0755405218688514
2044,-2.102904797196948,-2.0703325000559856,-2.0743583624425854
4068,-2.140858452685774,-2.0703325000559856,-2.089916957687193
3245,-2.108208242346419,-2.070326362909321,-2.0779869595952905
779,-2.071434191771389,-2.070313048553756,-2.0986789587868673
2697,-2.1139202574682576,-2.07031156705673,-2.113857149102256
959,-2.0722332513491457,-2.0702978526930194,-2.16676130160124
975,-2.0710404781642575,-2.0702978526930194,-2.127512314356138
2613,-2.108208242346419,-2.07029636910356,-2.14863255387728
1711,-2.108208242346419,-2.0702883664093887,-2.199491209180743
1087,-2.0751594205352744,-2.070283088886911,-2.0892060874511396
4007,-2.0710404781642575,-2.070279297623874,-2.126258709139809
5621,-2.1258679774378892,-2.070277402506494,-2.1471588293820334
1061,-2.38498949317441,-2.0702713126716175,-2.0736216272471895
1905,-2.077060443553136,-2.070269419523897,-2.159348793650392
2600,-2.077060443553136,-2.070263742135782,-2.180391808682818
5331,-2.1265708834896353,-2.0702505068817745,-2.0754093757976753
3175,-2.0931936280054435,-2.0702467284625063,-2.1149594114499672
1752,-2.1265708834896353,-2.070243348996354,-2.1267676745115223
2839,-2.102904797196948,-2.0702395721270817,-2.1237943596647932
1193,-2.102904797196948,-2.070239175733092,-2.0724021851950676
566,-2.1200410638797687,-2.070239175733092,-2.090942099712458
4276,-2.073437450045076,-2.070237684206636,-2.090211134379458
3951,-2.1200410638797687,-2.0702335147816617,-2.082553200856034
5964,-2.108208242346419,-2.0702263638810683,-2.1102082539411056
3867,-2.1139202574682576,-2.0702225931808167,-2.1602891726630906
4116,-2.139980551999801,-2.070220708344741,-2.0995611845213746
2869,-2.1265708834896353,-2.070216939700839,-2.092903226616186
5035,-2.1200410638797687,-2.070215055892981,-2.1305887223476825
416,-2.0710404781642575,-2.07021090179441,-2.0986789587868673
1877,-2.079478830948788,-2.0701962366635707,-2.127512314356138
5918,-2.13350993876291,-2.0701849615761825,-2.0969573491629374
5015,-2.0976316483219035,-2.0701699473183863,-2.073123148178577
3042,-2.0980097013296524,-2.0701680720784816,-2.084877411152889
2286,-2.093522734717049,-2.070164322626593,-2.075871748882876
4991,-2.085528378499407,-2.0701583299196455,-2.10323289846034
3113,-2.071434191771389,-2.07015495499443,-2.1202049836080628
1720,-2.1139202574682576,-2.0701530824960814,-2.1091689263793745
1439,-2.1476399647288504,-2.0701527131419217,-2.093220666050681
220,-2.0710523185687153,-2.0701512103405273,-2.167432046829661
5377,-2.0710404781642575,-2.0701512103405273,-2.0952928606617496
1944,-2.1139202574682576,-2.0701512103405273,-2.204493351196029
1088,-2.0980097013296524,-2.0701508415677337,-2.2184723870764307
5693,-2.072293499282851,-2.0701399846040074,-2.101744035510566
3265,-2.296986535885323,-2.0701381148473628,-2.138055526325922
5893,-2.13350993876291,-2.0701362454337557,-2.1690915816705383
3411,-2.0976316483219035,-2.0701325076341197,-2.116744178727463
2402,-2.0857723126783307,-2.0701284093848846,-2.0719931633697266
4428,-2.108208242346419,-2.0701265422620816,-2.139437728646553
1069,-2.073437450045076,-2.0701246754817886,-2.0748014009501317
4686,-2.2346365276931826,-2.070109753566922,-2.1741559611732546
5516,-2.1139202574682576,-2.070100791685884,-2.1051544450411575
4331,-2.0857723126783307,-2.0700967148690177,-2.1206849821018716
3422,-2.1265708834896353,-2.070085552197182,-2.104579510439657
5224,-2.1265708834896353,-2.0700821815119683,-2.088103906466201
2299,-2.089159139414817,-2.07008183404609,-2.0748014009501317
3423,-2.0857723126783307,-2.0700799754841457,-2.08232885851831
1456,-2.093522734717049,-2.0700799754841457,-2.1386165765836482
2155,-2.0823015427077722,-2.070072889277001,-2.1577750247180907
2225,-2.108208242346419,-2.070070687811268,-2.07409850943412
3176,-2.108208242346419,-2.0700558453408453,-2.082007839690138
4128,-2.0823015427077722,-2.0700487695632086,-2.139437728646553
4707,-2.0714699221744732,-2.070043211700395,-2.205284860880476
4053,-2.073437450045076,-2.070037656922211,-2.1414068355065288
933,-2.0823015427077722,-2.070037656922211,-2.0718734396568665
2657,-2.1730285420037605,-2.070033955449941,-2.211207244597394
4193,-2.113364963443682,-2.0700302553489918,-2.079035471498517
5249,-2.089159139414817,-2.0700302553489918,-2.088792037912481
5517,-2.132723162051314,-2.070026556618811,-2.2184723870764307
3747,-2.1265708834896353,-2.0700247077678027,-2.170765412094437
2594,-2.1476399647288504,-2.070016988127697,-2.2006280914766903
4704,-2.13350993876291,-2.07001329531682,-2.0916873433253818
4808,-2.0751594205352744,-2.070007758668516,-2.094811103908053
4590,-2.079478830948788,-2.070002225102308,-2.1250193910046304
266,-2.0980097013296524,-2.070000381265051,-2.0784122882244267
5631,-2.3693248426620643,-2.0699948518080626,-2.085494155770504
5496,-2.071434191771389,-2.0699933297348094,-2.201408123568828
561,-2.071434191771389,-2.0699874839925885,-2.1145084003375993
5361,-2.1265708834896353,-2.0699874839925885,-2.167432046829661
2121,-2.0894436780309738,-2.069985642894914,-2.0981633306863516
533,-2.0825084208381712,-2.0699694015974552,-2.076428401940805
1560,-2.108208242346419,-2.0699654134207206,-2.1776036970602677
633,-2.0894436780309738,-2.069956231902487,-2.075223569782948
2100,-2.339192107322954,-2.069948892851687,-2.138055526325922
3151,-2.13350993876291,-2.0699436976065995,-2.1480310462075556
486,-2.0751594205352744,-2.069928738713524,-2.072679225328632
5924,-2.108208242346419,-2.069918060787388,-2.124291740822744
2960,-2.1139202574682576,-2.0699086260097337,-2.1008274388086017
3991,-2.1730285420037605,-2.0699052675669174,-2.1339946568732246
65,-2.077060443553136,-2.069899497569149,-2.1313588553956153
721,-2.0825084208381712,-2.069897964695058,-2.088792037912481
2714,-2.0931936280054435,-2.06989767290852,-2.1250193910046304
3591,-2.1265708834896353,-2.0698961398337774,-2.155585173447503
1287,-2.0823015427077722,-2.06989220098061,-2.1305887223476825
5697,-2.13350993876291,-2.06989220098061,-2.0804574136580625
2800,-2.140858452685774,-2.0698888438159413,-2.1353339907516995
3505,-2.1139202574682576,-2.0698867321348784,-2.0745188260702134
1223,-2.0710404781642575,-2.0698833754013313,-2.07679662801785
5213,-2.0980097013296524,-2.0698797315049573,-2.22052662062612
3064,-2.0894436780309738,-2.0698742682308113,-2.1061366415095355
4543,-2.1139202574682576,-2.0698633509355835,-2.215227023964519
5276,-2.077060443553136,-2.0698612516042383,-2.1480310462075556
5020,-2.1077175080663837,-2.069846998125894,-2.1968200477853985
3216,-2.1822942578411313,-2.0698394645698057,-2.122583614837878
4477,-2.1265708834896353,-2.0698342984655893,-2.1428233989997247
3712,-2.2233668074848323,-2.0698252375611697,-2.1206849821018716
432,-2.1265708834896353,-2.069823156654448,-2.176898393124671
876,-2.1200410638797687,-2.0698198051308436,-2.1004576911449098
4670,-2.108208242346419,-2.0698089495236998,-2.1013684788669478
2107,-2.38498949317441,-2.069803262425949,-2.1821599654218327
2336,-2.1265708834896353,-2.069803262425949,-2.2006280914766903
5247,-2.0796517854979326,-2.0697963002419764,-2.1386165765836482
1577,-2.089159139414817,-2.0697908842618924,-2.151009818478646
4935,-2.089159139414817,-2.0697872753218816,-2.1700831426753266
2799,-2.1194151825236576,-2.069783409632419,-2.208415830421285
648,-2.0857723126783307,-2.0697635982741547,-2.084274943482952
2510,-2.1557012195321574,-2.0697494642179697,-2.131890978700482
1082,-2.093522734717049,-2.0697458710426444,-2.1075435170318384
3972,-2.191961112166097,-2.069742033139966,-2.099037086594554
1395,-2.140858452685774,-2.0697348557199815,-2.144254252264889
951,-2.102904797196948,-2.069718965924241,-2.08232885851831
1053,-2.1265708834896353,-2.0697171749912995,-2.2164324615393136
2937,-2.073437450045076,-2.06971693614062,-2.0981633306863516
1124,-2.073437450045076,-2.069709777897221,-2.139437728646553
1099,-2.1265708834896353,-2.0697008377978365,-2.149513286134579
5236,-2.0796517854979326,-2.06969749734822,-2.1112618648715467
3737,-2.093522734717049,-2.069695477847554,-2.0718990733183746
5699,-2.1258679774378892,-2.0696936918822884,-2.1957002868334667
3688,-2.1265708834896353,-2.0696936918822884,-2.1465630983586097
2426,-2.0710523185687153,-2.069690352123028,-2.07885189274072
4690,-2.132723162051314,-2.0696796445663805,-2.1004576911449098
103,-2.13350993876291,-2.0696758510643187,-2.0718734396568665
1468,-2.1139202574682576,-2.069668724325367,-2.209218812417009
3214,-2.140858452685774,-2.0696671680100183,-2.0793057732502644
852,-2.108208242346419,-2.0696653870157666,-2.087430052675333
5599,-2.0710404781642575,-2.069663606364178,-2.156215548867679
5404,-2.0735232612671703,-2.069661826055378,-2.1250193910046304
2481,-2.1139202574682576,-2.069659823606689,-2.104579510439657
4029,-2.0750465822331217,-2.0696473769830854,-2.104579510439657
4184,-2.0750465822331217,-2.0696440418149615,-2.190121163154058
245,-2.1265708834896353,-2.0696420478522635,-2.1839424219999133
5948,-2.093522734717049,-2.0696313988370365,-2.093220666050681
5867,-2.212497554757923,-2.069624518733373,-2.0724781886696357
5157,-2.1822942578411313,-2.0696209735375133,-2.0721443505078474
3843,-2.0980097013296524,-2.069617219326328,-2.1751731335143
3147,-2.0710404781642575,-2.069617219326328,-2.190121163154058
610,-2.108208242346419,-2.0696121165449837,-2.2123955326779834
1971,-2.1139202574682576,-2.069610137789904,-2.0986789587868673
807,-2.140858452685774,-2.0696085761469663,-2.105553231054693
5842,-2.072293499282851,-2.0696068064619473,-2.075871748882876
1945,-2.1077175080663837,-2.069592457919117,-2.1875502362887707
2658,-2.0894436780309738,-2.06958912846119,-2.170765412094437
4840,-2.102904797196948,-2.0695853955592627,-2.1250193910046304
4505,-2.072293499282851,-2.06958010238485,-2.0720193962639195
190,-2.0750465822331217,-2.0695714847314006,-2.140004561471401
5088,-2.140858452685774,-2.0695626757179015,-2.072679225328632
1402,-2.071434191771389,-2.069553875272164,-2.07209368212641
5280,-2.108208242346419,-2.069553682743197,-2.0721443505078474
2659,-2.0894436780309738,-2.069553682743197,-2.094008745501406
1382,-2.073437450045076,-2.0695468410841764,-2.117206787175811
1813,-2.13350993876291,-2.0695468410841764,-2.1386165765836482
222,-2.0710404781642575,-2.0695433260466425,-2.1724535384710864
5766,-2.102904797196948,-2.069543136460257,-2.083686752628588
3726,-2.0980097013296524,-2.069538056060174,-2.117206787175811
2009,-2.0750465822331217,-2.069536112453979,-2.0986789587868673
605,-2.0825084208381712,-2.069531034209901,-2.088792037912481
950,-2.077060443553136,-2.069531034209901,-2.083686752628588
1906,-2.13350993876291,-2.0695257714204685,-2.113411937820495
337,-2.140858452685774,-2.069522080878534,-2.084877411152889
4095,-2.079478830948788,-2.069520511715278,-2.0736216272471895
3623,-2.0823015427077722,-2.0695187591659208,-2.156215548867679
5565,-2.1200410638797687,-2.069508071219615,-2.0724781886696357
2923,-2.0980097013296524,-2.0694923365500637,-2.088103906466201
2790,-2.073437450045076,-2.069490589965654,-2.197588597075163
3740,-2.0751594205352744,-2.0694870978241253,-2.1968200477853985
3451,-2.072293499282851,-2.069483780142316,-2.1366876137990287
3378,-2.093522734717049,-2.0694802897795244,-2.0724781886696357
1436,-2.102904797196948,-2.069474886115894,-2.0952928606617496
88,-2.0894436780309738,-2.069473142956112,-2.1741559611732546
2545,-2.0894436780309738,-2.0694626911876393,-2.0812640574572354
2705,-2.093522734717049,-2.069450677042684,-2.1577750247180907
5437,-2.0722332513491457,-2.0694505130391674,-2.1465630983586097
765,-2.0894436780309738,-2.0694505130391674,-2.1008274388086017
735,-2.1265708834896353,-2.0694471997026236,-2.1280270705372244
1828,-2.1077175080663837,-2.069440249135119,-2.0718990733183746
2735,-2.079478830948788,-2.069426207081091,-2.0812640574572354
1015,-2.2837168691366907,-2.0694210073939887,-2.090211134379458
5353,-2.13350993876291,-2.0694158107888123,-2.2064474381511596
816,-2.0823015427077722,-2.0694142333426706,-2.0807530718483553
2644,-2.0710404781642575,-2.0694142333426706,-2.217258372032906
5086,-2.1139202574682576,-2.0694140792719304,-2.189375594815039
1445,-2.108208242346419,-2.069410617265606,-2.1821599654218327
5988,-2.13350993876291,-2.0694088867760554,-2.1202049836080628
3792,-2.113364963443682,-2.0694054268243827,-2.0755405218688514
3237,-2.3247243023123056,-2.0694021190279246,-2.154045761788601
1238,-2.108208242346419,-2.069401968242576,-2.1237943596647932
3235,-2.0751594205352744,-2.0693900215055896,-2.1776036970602677
5372,-2.108208242346419,-2.069388147612819,-2.0892060874511396
4437,-2.0710404781642575,-2.06938124551655,-2.08232885851831
3994,-2.1200410638797687,-2.069377796522992,-2.071959384626992
812,-2.1139202574682576,-2.069377796522992,-2.170765412094437
1666,-2.073437450045076,-2.0693762163280907,-2.2025535691166587
2836,-2.093522734717049,-2.0693762163280907,-2.1741559611732546
4014,-2.1265708834896353,-2.0693727684608616,-2.0736216272471895
5230,-2.108208242346419,-2.069370902645457,-2.129300753055138
587,-2.13350993876291,-2.069367599230172,-2.1075435170318384
3354,-2.108208242346419,-2.0693657358332187,-2.1339946568732246
2832,-2.093522734717049,-2.0693607117204538,-2.0973038546519183
1789,-2.1200410638797687,-2.069341799341946,-2.1987169178430443
4237,-2.089159139414817,-2.069336648617255,-2.0995611845213746
2979,-2.0823015427077722,-2.069336515444971,-2.0840331366520113
1774,-2.077060443553136,-2.0693349323945958,-2.0725335681046486
464,-2.073437450045076,-2.069322928430833,-2.2144068435579713
3745,-2.13350993876291,-2.06932279891885,-2.1386165765836482
1859,-2.0894436780309738,-2.069310814936764,-2.1091689263793745
3866,-2.0751594205352744,-2.069310814936764,-2.1577750247180907
1273,-2.108208242346419,-2.069309230177054,-2.093685491723039
2853,-2.0894436780309738,-2.0693073940239577,-2.092446865382274
5344,-2.1265708834896353,-2.0693006799066014,-2.1280270705372244
4792,-2.1200410638797687,-2.0693006799066014,-2.093685491723039
4485,-2.0796517854979326,-2.0692988477346406,-2.0775759067502806
4884,-2.102904797196948,-2.0692921382035605,-2.0986789587868673
207,-2.1139202574682576,-2.06928872392142,-2.0743583624425854
1946,-2.1139202574682576,-2.06928689731238,-2.076951080210761
5151,-2.1200410638797687,-2.0692851914790564,-2.167432046829661
4798,-2.113364963443682,-2.0692818994692574,-2.127512314356138
1994,-2.1822942578411313,-2.0692766674489027,-2.1968200477853985
2991,-2.140858452685774,-2.0692647481893376,-2.102293547900101
3298,-2.1730285420037605,-2.0692631604989584,-2.1202049836080628
382,-2.077060443553136,-2.069244462996047,-2.170765412094437
3504,-2.1265708834896353,-2.0692409600102346,-2.129300753055138
3474,-2.0976316483219035,-2.0692376741851506,-2.0736216272471895
5012,-2.1200410638797687,-2.0692376741851506,-2.076951080210761
5615,-2.0857723126783307,-2.0692308908573684,-2.159348793650392
581,-2.089159139414817,-2.0692240095474146,-2.2006280914766903
2632,-2.093522734717049,-2.0692224194086277,-2.0734045979711544
991,-2.13350993876291,-2.069210573774071,-2.14863255387728
3962,-2.089159139414817,-2.069207192391235,-2.0797739298623563
3436,-2.0710523185687153,-2.069207192391235,-2.075871748882876
1297,-2.3693248426620643,-2.069200433738252,-2.07885189274072
1561,-2.071434191771389,-2.0691970564678988,-2.082007839690138
5032,-2.1641641375892045,-2.0691969600362112,-2.0736216272471895
3475,-2.079478830948788,-2.0691953683468833,-2.2025535691166587
5058,-2.13350993876291,-2.0691952723525295,-2.1267676745115223
1319,-2.077060443553136,-2.0691919931327254,-2.2184723870764307
3930,-2.1077175080663837,-2.0691903060397214,-2.1465630983586097
5925,-2.13350993876291,-2.069176730434049,-2.102293547900101
1451,-2.1476399647288504,-2.06917008765459,-2.093220666050681
556,-2.1265708834896353,-2.0691683159873753,-2.1353339907516995
1435,-2.1139202574682576,-2.06916672272171,-2.1102082539411056
5480,-2.1258679774378892,-2.069159996968131,-2.1237943596647932
3006,-2.108208242346419,-2.0691531915575334,-2.2184723870764307
5312,-2.0931936280054435,-2.0691499186189057,-2.10323289846034
4329,-2.1200410638797687,-2.0691498343399077,-2.1372428805359194
5675,-2.1265708834896353,-2.0691464784922795,-2.1091689263793745
5053,-2.1139202574682576,-2.069143124014505,-2.072940496544798
2727,-2.140858452685774,-2.0691380948659868,-2.159348793650392
2635,-2.1077175080663837,-2.0691347438125645,-2.083112838461413
2588,-2.1200410638797687,-2.0691281245190813,-2.193826278040363
2674,-2.079478830948788,-2.069126450448601,-2.164155862434355
261,-2.1258679774378892,-2.069124776721085,-2.203339340660654
4580,-2.13350993876291,-2.069116413223635,-2.1422450039397694
2508,-2.2837168691366907,-2.069116413223635,-2.0733200743932665
2275,-2.132723162051314,-2.0691113992376335,-2.082553200856034
4519,-2.108208242346419,-2.0691097285944577,-2.159348793650392
1932,-2.089159139414817,-2.0691063883357854,-2.1075435170318384
5272,-2.1139202574682576,-2.0691063151645652,-2.0812640574572354
2192,-2.0976316483219035,-2.0691029771242,-2.0718990733183746
5580,-2.0772021904914224,-2.069099640453806,-2.073756750771465
3100,-2.13350993876291,-2.0690863755719926,-2.126258709139809
848,-2.1258679774378892,-2.0690863755719926,-2.119511299275204
1790,-2.1200410638797687,-2.0690813132514014,-2.197588597075163
2394,-2.0857723126783307,-2.0690796491968326,-2.2184723870764307
5333,-2.1139202574682576,-2.0690664121573326,-2.0736216272471895
5590,-2.1265708834896353,-2.069066349088307,-2.205284860880476
4537,-2.0750465822331217,-2.069064688115719,-2.199491209180743
1713,-2.077060443553136,-2.0690547896215508,-2.1305887223476825
1140,-2.079478830948788,-2.0690497547731015,-2.2006280914766903
1911,-2.13350993876291,-2.0690415272856812,-2.207244684655808
2801,-2.1476399647288504,-2.069038159128449,-2.089916957687193
143,-2.108208242346419,-2.0690216749058257,-2.0865053894605223
2625,-2.1557012195321574,-2.069006769820974,-2.14863255387728
