Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,57,1,19,0,1-2 Year,Yes,2630,156,189,1
Male,44,1,5,0,1-2 Year,Yes,2630,124,294,1
Male,68,1,33,0,1-2 Year,Yes,2630,124,152,1
Male,43,1,50,0,1-2 Year,Yes,39427,26,47,1
Male,39,1,8,0,> 2 Years,Yes,54873,124,256,1
Female,63,1,28,0,> 2 Years,Yes,51547,13,73,1
Male,32,1,28,0,1-2 Year,Yes,40572,124,153,1
Male,38,1,15,0,1-2 Year,Yes,26415,26,285,1
Male,40,1,28,0,1-2 Year,Yes,31273,124,213,1
Female,40,1,28,0,1-2 Year,Yes,30633,124,134,1
Female,50,1,28,0,1-2 Year,Yes,44019,124,161,1
Male,41,1,8,0,1-2 Year,Yes,36196,124,298,1
Female,70,1,28,0,1-2 Year,Yes,39978,3,207,1
Female,64,1,28,0,1-2 Year,Yes,60950,26,147,1
Male,50,1,28,0,1-2 Year,Yes,47885,26,217,1
Female,35,1,28,0,1-2 Year,Yes,75363,124,46,1
Male,46,1,41,0,1-2 Year,Yes,29224,124,170,1
Male,37,1,28,0,1-2 Year,Yes,39342,26,25,1
Male,70,1,28,0,1-2 Year,Yes,32019,124,78,1
Male,37,1,28,0,1-2 Year,Yes,41008,60,20,1
Female,41,1,14,0,> 2 Years,Yes,2630,157,110,1
Female,24,1,19,0,< 1 Year,Yes,29418,124,146,1
Male,38,1,11,0,1-2 Year,Yes,2630,156,274,1
Female,40,1,28,0,1-2 Year,Yes,2630,26,120,1
Male,32,1,18,0,< 1 Year,Yes,20176,124,131,1
Male,57,1,42,0,1-2 Year,Yes,28217,4,205,1
Male,54,1,28,0,> 2 Years,Yes,2630,26,106,1
Female,70,1,28,0,1-2 Year,Yes,38649,26,30,1
Male,41,1,28,0,1-2 Year,Yes,59464,26,181,1
Male,47,1,28,0,1-2 Year,Yes,36743,25,119,1
Female,52,1,28,0,1-2 Year,Yes,38878,124,112,1
Male,45,1,2,0,1-2 Year,Yes,29044,124,143,1
Male,50,1,33,0,1-2 Year,Yes,34855,124,11,1
Female,41,1,28,0,1-2 Year,Yes,53762,124,124,1
Male,44,1,20,0,> 2 Years,Yes,2630,124,234,1
Male,42,1,28,0,1-2 Year,Yes,59267,124,168,1
Male,57,1,29,0,1-2 Year,Yes,42744,124,121,1
Male,46,1,6,0,> 2 Years,Yes,2630,155,102,1
Female,45,1,23,0,1-2 Year,Yes,34628,124,56,1
Female,64,1,28,0,1-2 Year,Yes,31302,26,48,1
Female,42,1,18,0,1-2 Year,Yes,26628,124,180,1
Male,50,1,28,0,1-2 Year,Yes,50613,26,145,1
Female,37,1,15,0,1-2 Year,Yes,38733,124,257,1
Male,40,1,28,0,1-2 Year,Yes,2630,157,88,1
Female,38,1,45,0,1-2 Year,Yes,24634,122,244,1
Male,46,1,28,0,1-2 Year,Yes,30820,124,137,1
Female,41,1,19,0,1-2 Year,Yes,27364,26,243,1
Female,70,1,28,0,1-2 Year,Yes,30019,124,96,1
Female,64,1,31,0,> 2 Years,Yes,2630,26,184,1
Male,21,1,13,0,< 1 Year,Yes,24905,160,29,1
Male,52,1,28,0,1-2 Year,Yes,38801,124,95,1
Female,35,1,3,0,1-2 Year,Yes,2630,26,28,1
Female,49,1,9,0,> 2 Years,Yes,33003,26,104,1
Female,39,1,36,0,1-2 Year,Yes,2630,156,128,1
Male,34,1,41,0,1-2 Year,Yes,18569,156,49,1
Male,44,1,6,0,1-2 Year,Yes,25810,124,151,1
Male,46,1,28,0,> 2 Years,Yes,34558,26,162,1
Female,44,1,28,0,1-2 Year,Yes,2630,160,60,1
Female,47,1,46,0,1-2 Year,Yes,26118,124,22,1
Female,43,1,38,0,1-2 Year,Yes,2630,124,168,1
Female,25,1,41,0,< 1 Year,Yes,25173,152,292,1
Female,45,1,8,0,1-2 Year,Yes,55861,26,241,1
Male,51,1,41,0,1-2 Year,Yes,32079,12,113,1
Male,57,1,20,0,1-2 Year,Yes,2630,124,116,1
Female,47,1,29,0,1-2 Year,Yes,39895,124,130,1
Female,45,1,28,0,1-2 Year,Yes,36930,26,181,1
Female,35,1,21,0,1-2 Year,Yes,46874,152,206,1
Male,28,1,14,0,< 1 Year,Yes,48630,152,275,1
Male,36,1,10,0,1-2 Year,Yes,27259,152,24,1
Male,33,1,30,0,< 1 Year,Yes,2630,124,215,1
Male,59,1,28,0,1-2 Year,Yes,38346,52,33,1
Female,67,1,28,0,> 2 Years,Yes,54998,25,290,1
Male,31,1,28,0,< 1 Year,Yes,37488,29,114,1
Female,30,1,39,0,< 1 Year,Yes,2630,156,143,1
Male,40,1,39,0,1-2 Year,Yes,2630,26,135,1
Female,46,1,28,0,1-2 Year,Yes,41763,26,225,1
Female,51,1,28,0,1-2 Year,Yes,47717,122,22,1
Female,61,1,28,0,1-2 Year,Yes,37132,26,20,1
Female,46,1,50,0,1-2 Year,Yes,32926,152,95,1
Female,29,1,29,0,1-2 Year,Yes,25270,124,114,1
Female,75,0,8,0,1-2 Year,Yes,2630,25,117,1
Male,55,1,28,0,1-2 Year,Yes,2630,124,206,1
Male,54,1,33,0,1-2 Year,Yes,2630,156,34,1
Male,43,1,46,0,1-2 Year,Yes,34023,26,242,1
Female,25,1,21,0,< 1 Year,Yes,32979,152,169,1
Male,46,1,28,0,1-2 Year,Yes,44129,124,121,1
Male,38,1,28,0,1-2 Year,Yes,2630,122,275,1
Female,33,1,29,0,1-2 Year,Yes,2630,124,103,1
Male,36,1,28,0,1-2 Year,Yes,36465,124,245,1
Male,46,1,41,0,1-2 Year,Yes,46764,26,52,1
Female,51,1,18,0,1-2 Year,Yes,2630,154,140,1
Male,37,1,48,0,1-2 Year,Yes,2630,26,127,1
Male,45,1,45,0,1-2 Year,Yes,2630,124,147,1
Female,47,1,28,0,1-2 Year,Yes,77169,26,96,1
Male,37,1,50,0,1-2 Year,No,2630,157,151,1
Male,47,1,15,0,1-2 Year,Yes,31862,124,38,1
Male,56,1,19,0,1-2 Year,Yes,31679,26,249,1
Female,39,1,37,0,> 2 Years,Yes,32305,26,103,1
Female,37,1,28,0,1-2 Year,Yes,58672,26,283,1
Female,49,1,28,0,1-2 Year,Yes,32508,26,69,1
Male,52,1,28,0,> 2 Years,Yes,54177,26,204,1
Female,37,1,39,0,1-2 Year,Yes,35693,124,218,1
Female,25,1,27,0,< 1 Year,Yes,27929,152,90,1
Female,55,1,28,0,1-2 Year,Yes,29540,124,219,1
Female,61,1,28,0,1-2 Year,Yes,2630,124,255,1
Female,37,1,28,0,1-2 Year,Yes,30989,26,20,1
Female,53,1,28,0,1-2 Year,Yes,56667,122,275,1
Female,49,1,28,0,1-2 Year,Yes,38998,26,210,1
Female,27,1,28,0,1-2 Year,Yes,59607,124,30,1
Male,46,1,28,0,> 2 Years,Yes,34616,26,36,1
Male,40,1,50,0,1-2 Year,Yes,2630,8,185,1
Female,41,1,28,0,1-2 Year,Yes,40840,26,55,1
Male,42,1,25,0,1-2 Year,Yes,24853,156,19,1
Female,22,1,37,0,< 1 Year,Yes,2630,152,51,1
Male,40,1,15,0,> 2 Years,Yes,35372,86,245,1
Male,41,1,41,0,1-2 Year,Yes,30962,157,193,1
Female,50,1,28,0,1-2 Year,Yes,43238,26,292,1
Female,54,1,28,0,1-2 Year,Yes,39037,13,292,1
Male,50,1,29,0,1-2 Year,Yes,25252,124,16,1
Male,34,1,41,0,1-2 Year,Yes,30164,26,79,1
Male,54,1,28,0,1-2 Year,Yes,52207,124,218,1
Male,21,1,33,0,< 1 Year,Yes,2630,163,68,1
Female,33,1,15,0,1-2 Year,Yes,24769,26,42,1
Male,62,1,28,0,1-2 Year,Yes,49871,124,98,1
Female,44,1,28,0,1-2 Year,Yes,54747,124,216,1
Male,67,1,28,0,1-2 Year,Yes,35778,26,73,1
Female,49,1,28,0,> 2 Years,Yes,44517,26,27,1
Female,45,1,22,0,1-2 Year,Yes,35457,124,53,1
Female,38,1,39,0,1-2 Year,Yes,34216,26,114,1
Male,59,1,35,0,1-2 Year,Yes,40875,26,71,1
Male,48,1,36,0,> 2 Years,Yes,50864,124,158,1
Female,50,1,28,0,1-2 Year,Yes,40139,122,299,1
Female,32,1,19,0,< 1 Year,Yes,19759,124,149,1
Male,30,1,28,0,< 1 Year,Yes,35234,26,55,1
Female,26,1,34,0,< 1 Year,Yes,2630,152,189,1
Male,33,1,46,0,< 1 Year,Yes,34933,124,116,1
Female,36,1,11,0,1-2 Year,Yes,18964,155,292,1
Male,47,1,28,0,1-2 Year,Yes,45217,26,60,1
Female,26,1,21,0,< 1 Year,No,29485,152,73,1
Male,47,1,28,0,1-2 Year,Yes,2630,124,287,1
Male,46,1,15,0,1-2 Year,Yes,26172,150,295,1
Male,30,1,28,0,< 1 Year,Yes,2630,157,238,1
Male,58,1,28,0,1-2 Year,Yes,40361,26,284,1
Male,29,1,49,0,< 1 Year,Yes,30700,124,224,1
Male,50,1,29,0,> 2 Years,Yes,2630,26,48,1
Male,41,1,28,0,1-2 Year,Yes,32780,26,247,1
Female,37,1,29,0,1-2 Year,Yes,39869,124,274,1
Male,40,1,28,0,1-2 Year,Yes,35972,124,117,1
Male,53,1,32,0,1-2 Year,Yes,27524,26,209,1
Male,54,1,3,0,1-2 Year,Yes,29918,26,233,1
Female,58,1,46,0,1-2 Year,Yes,22399,26,71,1
Male,45,1,28,0,1-2 Year,Yes,31302,26,208,1
Male,48,1,50,0,1-2 Year,Yes,21822,26,24,1
Female,26,1,5,0,< 1 Year,Yes,31420,152,96,1
Male,41,1,28,0,1-2 Year,Yes,39877,154,26,1
Female,41,1,39,0,1-2 Year,Yes,2630,124,160,1
Female,49,1,0,0,> 2 Years,Yes,2630,3,279,1
Female,38,1,28,0,1-2 Year,Yes,35224,61,82,1
Male,43,1,28,0,1-2 Year,Yes,49883,124,243,1
Female,41,1,8,0,> 2 Years,Yes,43455,124,27,1
Male,56,1,28,0,> 2 Years,Yes,30835,26,85,1
Female,44,1,28,0,1-2 Year,Yes,39666,155,270,1
Female,24,1,37,0,< 1 Year,Yes,34671,152,51,1
Male,53,1,35,0,1-2 Year,Yes,32504,26,119,1
Female,50,1,28,0,1-2 Year,Yes,2630,30,63,1
Female,36,1,28,0,1-2 Year,Yes,43351,124,150,1
Female,29,1,46,0,1-2 Year,Yes,21895,124,71,1
Male,54,1,2,0,> 2 Years,Yes,35459,26,40,1
Female,39,1,35,0,1-2 Year,Yes,2630,156,195,1
Female,43,1,46,0,> 2 Years,Yes,28027,26,210,1
Male,45,1,30,0,1-2 Year,Yes,27670,26,197,1
Male,54,1,7,0,1-2 Year,Yes,35749,26,43,1
Male,45,1,50,0,1-2 Year,Yes,34482,8,95,1
Male,53,1,28,0,> 2 Years,Yes,39669,124,189,1
Female,46,1,28,0,1-2 Year,Yes,47825,122,159,1
Female,48,1,28,0,1-2 Year,Yes,44577,26,64,1
Female,74,1,28,0,> 2 Years,Yes,48570,18,44,1
Male,39,1,28,0,1-2 Year,Yes,35456,26,233,1
Male,36,1,23,0,1-2 Year,Yes,28720,124,29,1
Female,57,1,50,0,1-2 Year,Yes,31236,26,93,1
Male,27,1,10,0,< 1 Year,Yes,23130,152,28,1
Male,44,1,28,0,1-2 Year,Yes,47991,13,15,1
Female,41,1,28,0,1-2 Year,Yes,33580,26,111,1
Female,70,1,45,0,1-2 Year,Yes,24356,124,289,1
Male,40,1,28,0,1-2 Year,Yes,64137,124,295,1
Female,46,1,18,0,1-2 Year,Yes,78269,4,68,1
Male,24,1,29,0,1-2 Year,Yes,37079,124,278,1
Male,59,1,20,0,1-2 Year,Yes,2630,26,209,1
Male,50,1,38,0,1-2 Year,Yes,40335,26,44,1
Male,41,1,12,0,1-2 Year,Yes,2630,26,246,1
Male,53,1,28,0,> 2 Years,Yes,34693,26,178,1
Female,60,1,33,0,1-2 Year,Yes,33890,124,203,1
Female,46,1,41,0,1-2 Year,Yes,50481,26,294,1
Female,20,1,30,0,< 1 Year,Yes,35766,160,169,1
Male,45,1,8,0,1-2 Year,Yes,2630,157,204,1
Female,37,1,28,0,1-2 Year,Yes,21353,124,253,1
Male,38,1,23,0,1-2 Year,Yes,2630,157,19,1
Male,35,1,41,0,1-2 Year,Yes,45844,26,226,1
Male,22,1,46,0,< 1 Year,Yes,29753,152,132,1
Male,79,1,28,0,1-2 Year,Yes,43721,124,70,1
Male,42,1,7,0,1-2 Year,Yes,36122,124,175,1
Male,43,1,28,0,1-2 Year,Yes,44202,124,36,1
Female,41,1,39,0,> 2 Years,Yes,2630,26,79,1
Male,45,1,28,0,1-2 Year,Yes,43742,26,119,1
Male,45,1,28,0,1-2 Year,Yes,43175,26,118,1
Female,55,1,28,0,1-2 Year,Yes,23622,157,176,1
Male,36,1,33,0,1-2 Year,Yes,34245,26,104,1
Female,45,1,28,0,1-2 Year,Yes,39744,124,276,1
Female,22,1,30,0,< 1 Year,Yes,31728,152,14,1
Female,25,1,15,0,< 1 Year,No,28883,152,281,1
Male,33,1,15,0,< 1 Year,Yes,41950,26,260,1
Male,35,1,18,0,1-2 Year,Yes,33849,157,24,1
Male,59,1,28,0,> 2 Years,Yes,46583,124,251,1
Male,29,1,14,0,< 1 Year,Yes,28570,124,185,1
Female,44,1,3,0,1-2 Year,Yes,23734,124,158,1
Male,65,1,28,0,> 2 Years,Yes,46670,26,285,1
Male,29,1,14,0,1-2 Year,No,23946,157,233,1
Male,64,1,37,0,> 2 Years,Yes,38217,26,277,1
Female,27,1,35,0,< 1 Year,Yes,24265,152,259,1
Male,24,1,8,0,< 1 Year,Yes,54004,152,278,1
Female,58,1,28,0,> 2 Years,Yes,42650,3,20,1
Female,44,1,28,0,1-2 Year,Yes,31904,124,128,1
Female,50,1,8,0,1-2 Year,Yes,83151,26,203,1
Male,43,1,38,0,1-2 Year,Yes,29626,26,221,1
Female,38,1,28,0,1-2 Year,Yes,32657,26,119,1
Female,39,1,33,0,1-2 Year,Yes,30343,156,87,1
Male,57,1,32,0,1-2 Year,Yes,29092,26,131,1
Male,31,1,8,0,< 1 Year,Yes,49802,124,24,1
Female,44,1,28,0,1-2 Year,Yes,44212,26,98,1
Male,32,1,3,0,< 1 Year,Yes,31972,152,104,1
Male,57,1,28,0,> 2 Years,Yes,54326,124,158,1
Male,41,1,50,0,> 2 Years,Yes,25150,26,30,1
Male,37,1,28,0,1-2 Year,Yes,29011,124,58,1
Female,38,1,28,0,1-2 Year,Yes,38873,26,238,1
Female,52,1,8,0,> 2 Years,Yes,50899,26,156,1
Female,68,1,35,0,1-2 Year,Yes,35197,26,34,1
Female,35,1,28,0,1-2 Year,Yes,36351,26,93,1
Female,25,1,25,0,< 1 Year,Yes,28278,152,198,1
Male,64,1,28,0,1-2 Year,Yes,29870,26,178,1
Male,36,1,28,0,1-2 Year,Yes,46351,26,251,1
Male,55,1,28,0,> 2 Years,Yes,46345,26,138,1
Male,49,1,28,0,> 2 Years,Yes,2630,26,39,1
Female,44,1,28,0,1-2 Year,Yes,30288,26,111,1
Male,49,1,30,0,1-2 Year,Yes,32257,157,299,1
Male,42,1,48,0,1-2 Year,Yes,2630,154,257,1
Female,20,1,28,0,1-2 Year,Yes,2630,157,270,1
Female,53,1,41,0,> 2 Years,Yes,34360,26,277,1
Male,55,1,11,0,1-2 Year,Yes,28312,124,278,1
Male,41,1,13,0,1-2 Year,Yes,29029,124,100,1
Female,58,1,28,0,> 2 Years,Yes,44243,26,181,1
Male,35,1,3,0,1-2 Year,Yes,21913,124,87,1
Female,45,1,7,0,1-2 Year,Yes,2630,124,190,1
Male,57,1,28,0,1-2 Year,Yes,49965,25,230,1
Female,38,1,28,0,1-2 Year,Yes,36547,26,168,1
Male,44,1,46,0,1-2 Year,Yes,28711,94,241,1
Female,29,1,46,1,1-2 Year,Yes,24166,157,149,1
Male,46,1,41,0,1-2 Year,Yes,23231,26,55,1
Female,49,1,28,0,1-2 Year,Yes,38666,26,121,1
Male,42,1,28,0,1-2 Year,Yes,51353,26,244,1
Male,66,1,28,0,1-2 Year,Yes,40496,26,181,1
Male,47,1,36,0,1-2 Year,Yes,51079,26,237,1
Female,34,1,7,0,1-2 Year,Yes,37282,154,197,1
Female,52,1,7,0,1-2 Year,Yes,2630,157,19,1
Female,40,1,28,0,1-2 Year,Yes,33250,124,276,1
Male,49,1,36,0,1-2 Year,Yes,2630,124,243,1
Male,40,1,3,0,1-2 Year,No,2630,156,192,1
Female,46,1,28,0,1-2 Year,Yes,32543,26,17,1
Male,47,1,46,0,1-2 Year,Yes,33026,124,18,1
Male,43,1,33,0,1-2 Year,Yes,29500,124,98,1
Male,48,1,28,0,1-2 Year,Yes,37875,157,89,1
Male,29,1,36,0,< 1 Year,No,26777,152,281,1
Female,46,1,28,0,1-2 Year,Yes,85019,124,146,1
Male,48,1,38,0,1-2 Year,No,2630,26,94,1
Female,23,1,14,0,< 1 Year,Yes,34016,152,132,1
Male,31,1,28,0,< 1 Year,Yes,2630,124,259,1
Female,52,1,46,0,1-2 Year,No,2630,156,57,1
Male,32,1,41,0,< 1 Year,Yes,26243,152,209,1
Male,33,1,28,0,< 1 Year,Yes,36798,152,77,1
Male,22,1,10,0,< 1 Year,Yes,32300,152,134,1
Male,33,1,28,0,< 1 Year,Yes,30512,124,139,1
Male,59,1,28,0,1-2 Year,Yes,47704,26,279,1
Male,33,1,6,0,1-2 Year,Yes,2630,157,157,1
Female,54,1,41,0,1-2 Year,Yes,53581,124,199,1
Male,37,1,28,0,1-2 Year,Yes,27078,124,212,1
Male,51,1,41,0,1-2 Year,Yes,34737,26,81,1
Male,47,1,28,0,1-2 Year,Yes,50607,26,75,1
Male,55,1,28,0,1-2 Year,Yes,32931,26,66,1
Female,46,1,28,0,1-2 Year,Yes,47964,24,32,1
Male,32,1,28,0,1-2 Year,Yes,30246,124,244,1
Male,54,1,41,0,1-2 Year,Yes,34593,124,182,1
Female,48,1,28,0,1-2 Year,Yes,38847,26,26,1
Female,57,1,28,0,1-2 Year,Yes,2630,26,261,1
Male,34,1,47,0,1-2 Year,Yes,2630,124,114,1
Female,44,1,12,0,1-2 Year,Yes,2630,124,247,1
Male,24,1,13,0,< 1 Year,Yes,31331,152,83,1
Male,50,1,28,0,1-2 Year,Yes,22478,26,228,1
Male,47,1,32,0,1-2 Year,Yes,25531,124,90,1
Male,48,1,41,0,1-2 Year,Yes,31934,124,44,1
Male,52,1,28,0,1-2 Year,Yes,2630,26,148,1
Female,39,1,28,0,1-2 Year,Yes,42291,26,263,1
Male,46,1,28,0,< 1 Year,Yes,50800,26,18,1
Male,73,1,28,0,1-2 Year,Yes,65368,122,28,1
Female,29,1,13,0,< 1 Year,Yes,29463,152,206,1
Female,44,1,28,0,1-2 Year,Yes,2630,26,231,1
Male,51,1,28,0,1-2 Year,Yes,42007,26,61,1
Male,41,1,13,0,1-2 Year,Yes,29648,26,18,1
Male,43,1,29,0,1-2 Year,Yes,20897,124,144,1
Female,46,1,46,0,1-2 Year,Yes,29994,124,29,1
Male,47,1,28,0,1-2 Year,Yes,34615,124,234,1
Male,46,1,28,0,1-2 Year,Yes,57238,26,155,1
Male,44,1,36,0,1-2 Year,Yes,33836,124,215,1
Male,31,1,8,0,1-2 Year,Yes,40800,26,137,1
Female,73,1,39,0,> 2 Years,Yes,36659,124,79,1
Male,35,1,11,0,1-2 Year,Yes,40095,26,291,1
Female,44,1,28,0,1-2 Year,Yes,61110,124,211,1
Female,31,1,11,0,< 1 Year,Yes,26402,26,241,1
Male,43,1,28,0,> 2 Years,Yes,44849,55,27,1
Male,23,1,30,0,< 1 Year,Yes,39067,152,276,1
Female,33,1,28,0,1-2 Year,Yes,31382,26,288,1
Male,46,1,28,0,1-2 Year,Yes,33117,124,209,1
Male,47,1,35,0,1-2 Year,Yes,27861,26,238,1
Male,25,1,29,0,< 1 Year,Yes,36624,152,281,1
Female,28,1,7,0,< 1 Year,Yes,29613,152,235,1
Male,39,1,3,0,1-2 Year,Yes,57614,154,288,1
Female,22,1,30,0,< 1 Year,Yes,30840,152,260,1
Female,37,1,28,0,1-2 Year,Yes,39451,139,87,1
Female,42,1,46,0,1-2 Year,Yes,19203,154,190,1
Female,42,1,28,0,1-2 Year,Yes,41464,26,169,1
Male,42,1,28,0,1-2 Year,Yes,32039,122,114,1
Male,28,1,28,0,< 1 Year,Yes,61571,26,55,1
Male,44,1,39,0,1-2 Year,Yes,46631,26,251,1
Male,72,1,28,0,> 2 Years,Yes,45990,26,246,1
Female,28,1,2,0,< 1 Year,Yes,2630,156,135,1
Male,31,1,13,0,1-2 Year,Yes,29237,156,185,1
Female,25,1,28,1,< 1 Year,No,36571,152,223,1
Female,32,1,23,0,< 1 Year,Yes,32103,124,34,1
Female,45,1,44,0,1-2 Year,Yes,21939,124,125,1
Female,37,1,41,0,1-2 Year,Yes,67311,124,228,1
Male,45,1,43,0,1-2 Year,Yes,2630,26,45,1
Male,59,1,2,0,1-2 Year,Yes,21589,124,208,1
Female,46,1,28,0,> 2 Years,Yes,56045,26,266,1
Male,53,1,28,0,1-2 Year,Yes,24939,163,135,1
Female,44,1,28,0,1-2 Year,Yes,29765,26,26,1
Female,36,1,8,0,1-2 Year,Yes,44427,26,125,1
Male,21,1,28,0,1-2 Year,Yes,2630,156,252,1
Male,45,1,8,0,1-2 Year,Yes,35896,26,188,1
Female,31,1,28,0,1-2 Year,Yes,2630,26,177,1
Male,58,1,8,0,> 2 Years,Yes,56790,124,232,1
Male,57,1,8,0,1-2 Year,Yes,32008,124,31,1
Male,35,1,18,0,1-2 Year,Yes,2630,152,256,1
Male,27,1,28,0,< 1 Year,Yes,44623,152,141,1
Female,28,1,28,0,< 1 Year,Yes,26751,154,16,1
Male,28,1,8,0,< 1 Year,Yes,37631,124,143,1
Male,51,1,8,0,> 2 Years,Yes,36506,26,191,1
Male,53,1,8,0,1-2 Year,Yes,121601,124,22,1
Male,36,1,28,0,1-2 Year,Yes,42989,26,230,1
Male,30,1,29,0,< 1 Year,Yes,30403,163,125,1
Female,34,1,26,0,1-2 Year,Yes,30457,124,28,1
Male,37,1,28,0,1-2 Year,Yes,38890,26,224,1
Male,40,1,47,0,1-2 Year,Yes,37416,124,156,1
Male,48,1,28,0,1-2 Year,Yes,2630,26,246,1
Male,39,1,6,0,1-2 Year,Yes,21028,26,233,1
Male,67,1,28,0,1-2 Year,Yes,45083,124,124,1
Female,23,1,41,0,< 1 Year,Yes,19737,152,253,1
Female,22,1,14,0,< 1 Year,Yes,34260,152,150,1
Female,64,1,12,0,1-2 Year,Yes,21017,26,298,1
Female,59,1,8,0,1-2 Year,Yes,2630,26,256,1
Female,44,1,28,0,1-2 Year,Yes,24542,122,97,1
Male,45,1,46,0,1-2 Year,Yes,40705,124,167,1
Male,40,1,28,0,1-2 Year,Yes,41366,124,126,1
Male,41,1,50,0,1-2 Year,Yes,38366,152,143,1
Male,22,1,46,0,< 1 Year,Yes,26205,152,197,1
Female,45,1,28,0,1-2 Year,Yes,47133,26,73,1
Female,46,1,28,0,1-2 Year,Yes,30086,13,90,1
Male,44,1,28,0,1-2 Year,Yes,46399,124,216,1
Female,29,1,28,0,< 1 Year,Yes,28211,26,217,1
Male,43,1,28,0,1-2 Year,Yes,296891,26,227,1
Male,61,1,28,0,1-2 Year,Yes,25954,124,118,1
Male,66,1,28,0,> 2 Years,Yes,38976,124,270,1
Male,58,1,19,0,1-2 Year,Yes,33074,154,280,1
Female,42,1,28,0,1-2 Year,Yes,27345,26,156,1
Female,56,1,28,0,> 2 Years,Yes,28170,156,109,1
Male,50,1,3,0,1-2 Year,Yes,34998,26,14,1
Male,50,1,39,0,1-2 Year,Yes,31175,26,94,1
Male,30,1,30,0,1-2 Year,Yes,2630,124,157,1
Male,47,1,13,0,1-2 Year,Yes,23305,26,103,1
Male,37,1,15,0,1-2 Year,Yes,2630,152,163,1
Female,23,1,36,0,< 1 Year,No,41524,152,11,1
Female,21,1,15,0,< 1 Year,Yes,32024,152,63,1
Female,49,1,28,0,1-2 Year,Yes,23774,154,117,1
Male,46,1,28,0,> 2 Years,Yes,40178,26,279,1
Male,54,1,17,0,1-2 Year,Yes,2630,26,131,1
Female,34,1,30,0,1-2 Year,Yes,24578,124,78,1
Male,31,1,28,0,< 1 Year,Yes,36820,124,163,1
Male,23,1,46,0,< 1 Year,Yes,22111,152,260,1
Male,25,1,36,0,< 1 Year,Yes,23710,152,196,1
Female,22,1,15,0,< 1 Year,Yes,30553,160,125,1
Male,64,1,8,0,1-2 Year,Yes,53569,26,18,1
Male,72,1,8,0,> 2 Years,Yes,46153,26,280,1
Female,57,1,9,0,1-2 Year,Yes,2630,157,112,1
Female,47,1,48,0,> 2 Years,Yes,2630,124,154,1
Male,42,1,28,0,1-2 Year,Yes,47172,26,67,1
Female,52,1,3,0,1-2 Year,Yes,41108,124,281,1
Female,54,1,28,0,1-2 Year,Yes,28781,26,115,1
Male,55,1,28,0,> 2 Years,Yes,82409,26,141,1
Male,62,1,28,0,> 2 Years,Yes,32056,26,269,1
Male,66,1,28,0,1-2 Year,Yes,28504,26,47,1
Male,39,1,28,0,1-2 Year,Yes,2630,26,123,1
Female,42,1,7,0,1-2 Year,Yes,2630,26,133,1
Female,55,1,28,0,1-2 Year,Yes,42349,26,213,1
Male,55,1,46,0,1-2 Year,Yes,38860,124,126,1
Male,41,1,8,0,1-2 Year,Yes,36259,156,57,1
Female,32,1,47,0,1-2 Year,Yes,2630,156,260,1
Male,40,1,11,0,1-2 Year,Yes,23831,26,195,1
Male,41,1,3,0,1-2 Year,Yes,2630,124,226,1
Male,45,1,28,0,1-2 Year,Yes,55791,26,199,1
Male,38,1,41,0,1-2 Year,Yes,31633,124,211,1
Female,40,1,28,0,1-2 Year,Yes,2630,29,69,1
Female,41,1,28,0,1-2 Year,Yes,50662,124,161,1
Female,25,1,35,0,< 1 Year,Yes,25401,152,297,1
Male,47,1,8,0,1-2 Year,Yes,41676,124,202,1
Male,46,1,28,0,1-2 Year,Yes,36718,124,61,1
Male,45,1,8,0,1-2 Year,Yes,37702,7,210,1
Male,46,1,3,0,1-2 Year,Yes,18855,26,298,1
Male,24,1,29,0,< 1 Year,Yes,36096,152,42,1
Male,32,1,15,0,< 1 Year,Yes,38332,124,242,1
Male,55,1,46,0,1-2 Year,Yes,24812,26,49,1
Male,30,1,36,0,< 1 Year,Yes,2630,156,88,1
Male,52,1,28,0,1-2 Year,Yes,28825,122,131,1
Male,49,1,23,0,1-2 Year,Yes,29558,26,105,1
Male,52,1,48,0,1-2 Year,Yes,2630,26,22,1
Male,56,1,19,0,1-2 Year,Yes,2630,156,180,1
Male,35,1,8,0,1-2 Year,Yes,38261,124,293,1
Male,45,1,45,0,1-2 Year,Yes,27416,124,105,1
Female,38,1,28,0,1-2 Year,Yes,39177,26,192,1
Female,36,1,28,0,1-2 Year,Yes,42846,124,289,1
Male,40,1,28,0,1-2 Year,Yes,2630,124,251,1
Male,45,1,37,0,1-2 Year,Yes,36842,124,96,1
Male,33,1,6,0,< 1 Year,Yes,34947,124,204,1
Male,56,1,28,0,1-2 Year,Yes,42993,124,83,1
Male,39,1,28,0,1-2 Year,Yes,29289,26,259,1
Male,61,1,45,0,1-2 Year,Yes,2630,158,51,1
Male,78,1,48,0,> 2 Years,Yes,2630,15,65,1
Male,44,1,28,0,1-2 Year,Yes,35611,26,292,1
Female,40,1,28,0,1-2 Year,Yes,2630,124,127,1
Male,27,1,28,0,1-2 Year,Yes,48614,124,170,1
Female,61,1,33,0,1-2 Year,Yes,30512,124,252,1
Male,59,1,28,0,1-2 Year,Yes,39882,124,113,1
Female,47,1,41,0,1-2 Year,Yes,44825,152,11,1
